supplement_id,supplement_name,relation_type,condition_id,condition_name,confidence,extraction_method,source_url,evidence_text
zinc,Zinc,TREATS_DEFICIENCY,zinc-deficiency,Zinc Deficiency,0.95,deficiency,,"with zinc (7135). Zinc oxide and zinc sulfate are typically used to fortify wheat products (10668). Zinc deficiency is characterized by growth retardation, low insulin levels, reduced levels of insulin-like growth f"
zinc,Zinc,TREATS_DEFICIENCY,but-deficiency,But Deficiency,0.95,deficiency,,"ot seem to be the result of impaired T3 function (8619). Zinc deficiency is not uncommon worldwide, but deficiency is rare in the US; most diets provide more than the recommended dietary allowance (8632). Moderate "
zinc,Zinc,TREATS_DEFICIENCY,to-deficiency,To Deficiency,0.95,deficiency,,"Interestingly, high-dose zinc supplementation, 20 times the RDA, can have a negative effect similar to deficiency on immune function (8625). In human research, zinc decreased levels of the suppressor T cells and i"
zinc,Zinc,TREATS_DEFICIENCY,severe-deficiency,Severe Deficiency,0.95,deficiency,,"ntrations in the eye, particularly in the retina and choroid. Zinc deficiency can alter vision, and severe deficiency causes changes in the retina and retinal pigment epithelium (RPE). Zinc interacts with taurine and "
zinc,Zinc,INDICATED_FOR,arthritis,Arthritis,0.9,condition,,"th reduced joint paint, increased mobility, and decreased joint swelling in patients with psoriatic arthritis (6515). However, taking zinc orally does not seem to help treat rheumatoid arthritis (6517, 6518, 6"
zinc,Zinc,INDICATED_FOR,diabetes,Diabetes,0.9,condition,,"hat zinc can prevent renal oxidative and inflammatory damage due to hyperglycemia in a rat model of diabetes, possibly via induced expression of metallothionein and suppressed connective tissue growth factor "
zinc,Zinc,INDICATED_FOR,depression,Depression,0.9,condition,,"ntioxidant (6510, 6511, 6512). Zinc levels and zinc intake appear to be reduced in some people with depression (6562, 90227, 97139). In the human brain, zinc is believed to play a role in the hippocampus in com"
zinc,Zinc,INDICATED_FOR,osteoporosis,Osteoporosis,0.9,condition,,"n in some patients with SCD (8627). Skeletal effects There is interest in using zinc for preventing osteoporosis. Zinc seems to be involved in the mineralization of bone. In animal models, zinc deficiency has bee"
zinc,Zinc,INDICATED_FOR,tumor,Tumor,0.9,condition,,"tation reduced inflammatory markers, including C-reactive protein (CRP), high-sensitivity (hs) CRP, tumor necrosis factor alpha (TNF-alpha), interleukin 6, malondialdehyde, and neutrophils (104820, 104952)"
zinc,Zinc,INDICATED_FOR,cancer,Cancer,0.9,condition,,"tringent, precipitating protein and clearing mucus from the outer surface of the eye (15). Prostate cancer effects In some clinical research, taking zinc in combination with other vitamins and minerals redu"
zinc,Zinc,INDICATED_FOR,carcinoma,Carcinoma,0.9,condition,,"k of prostate cancer (14135). Also, in laboratory research, zinc has been shown to inhibit prostate carcinoma cell growth (86909). However, other evidence, based on population research, suggests that zinc migh"
zinc,Zinc,INDICATED_FOR,inflammation,Inflammation,0.85,condition,,"effects It is hypothesized that low levels of plasma zinc may be one of the nonspecific features of inflammation (87440). In two meta-analyses, zinc supplementation reduced inflammatory markers, including C-react"
zinc,Zinc,INDICATED_FOR,infection,Infection,0.85,condition,,", zinc decreased natural killer cell activity (6915). Plasma zinc levels are low in people with HIV infection, but this appears to be a marker of disease progression rather than a treatable cause of progressio"
zinc,Zinc,INDICATED_FOR,alzheimer,Alzheimer,0.9,condition,,ic effects There is interest in using zinc for various neurological conditions. The role of zinc in Alzheimer disease might be both protective and causative. Laboratory studies suggest that zinc might contribu
zinc,Zinc,PREVENTS,gingivitis,Gingivitis,0.85,llm,,"Most clinical evidence shows that using zinc toothpaste or mouthwash alone or in combination with triclosan can prevent plaque accumulation, gingivitis, or the formation of calculus."
zinc,Zinc,HELPS_WITH,male-infertility,Male Infertility,0.85,llm,,Supplementation with zinc improves sperm parameters in men with reduced sperm mobility.
zinc,Zinc,HELPS_WITH,wound-healing,Wound Healing,0.9,llm,,"Topical zinc might enhance re-epithelialization and collagen synthesis, decrease inflammation, and inhibit bacterial growth."
