supplement_id,supplement_name,relation_type,condition_id,condition_name,confidence,extraction_method,source_url,evidence_text
vitamin-c,Vitamin C,INDICATED_FOR,hypertension,Hypertension,0.9,condition,," species is thought to be a contributing factor to a number of diseases including dementia, asthma, hypertension, osteoarthritis, and cancer. However, in a rat model of exercise under polluted conditions, adminis"
vitamin-c,Vitamin C,INDICATED_FOR,diabetes,Diabetes,0.9,condition,,"ily appears to produce a similar effect (2434). In patients with coronary artery disease and type 2 diabetes, vitamin C 2 grams daily seems to improve endothelium-dependent vasodilation (14009). Vitamin C als"
vitamin-c,Vitamin C,INDICATED_FOR,tumor,Tumor,0.9,condition,,"air pollution (14010, 109466). Vitamin C also seems to reduce other markers of inflammation such as tumor necrosis factor alpha (TNF-alpha) and interleukin-6 (IL-6) in individuals exposed to air pollution "
vitamin-c,Vitamin C,INDICATED_FOR,cancer,Cancer,0.9,condition,,"buting factor to a number of diseases including dementia, asthma, hypertension, osteoarthritis, and cancer. However, in a rat model of exercise under polluted conditions, administration of vitamin C only ve"
vitamin-c,Vitamin C,INDICATED_FOR,lymphoma,Lymphoma,0.9,condition,,the activity of chemotherapy drugs that generate free radicals (391). Preliminary data from a mouse lymphoma model indicate that vitamin C pretreatment reduces the efficacy of doxorubicin (16407). Leukemia an
vitamin-c,Vitamin C,INDICATED_FOR,leukemia,Leukemia,0.9,condition,,se lymphoma model indicate that vitamin C pretreatment reduces the efficacy of doxorubicin (16407). Leukemia and lymphoma cell culture studies also suggest that vitamin C pretreatment can reduce the cytotoxic
vitamin-c,Vitamin C,INDICATED_FOR,inflammation,Inflammation,0.85,condition,,cts C-reactive protein (CRP) is an acute-phase protein that is produced by the liver in response to inflammation. Some research suggests that taking vitamin C 515-2000 mg daily can reduce CRP levels in people who
vitamin-c,Vitamin C,INDICATED_FOR,asthma,Asthma,0.85,condition,,"e oxygen species is thought to be a contributing factor to a number of diseases including dementia, asthma, hypertension, osteoarthritis, and cancer. However, in a rat model of exercise under polluted condi"
vitamin-c,Vitamin C,INDICATED_FOR,infection,Infection,0.85,condition,,otect normal tissues against reactive oxygen species that are produced by phagocytes during a viral infection. It might also enhance the proliferative responses of T-lymphocytes (1988). There is preliminary ev
vitamin-c,Vitamin C,INDICATED_FOR,dementia,Dementia,0.9,condition,,"by reactive oxygen species is thought to be a contributing factor to a number of diseases including dementia, asthma, hypertension, osteoarthritis, and cancer. However, in a rat model of exercise under pollut"
vitamin-c,Vitamin C,INDICATED_FOR,heart-failure,Heart Failure,0.9,condition,,"C to drop by 70% within 24 hours of surgery (102127). Cardiovascular effects In people with chronic heart failure, intra-arterial vitamin C seems to improve endothelial dysfunction and flow-dependent dilation of t"
vitamin-c,Vitamin C,INDICATED_FOR,scurvy,Scurvy,0.9,condition,,"may go undiagnosed (9809). Sustained vitamin C deficiency over 3 to 5 months results in symptomatic scurvy characterized by gingival swelling and bleeding, loosening of the teeth, hyperkeratosis, perifollic"
vitamin-c,Vitamin C,RELIEVES_SYMPTOM,fever,Fever,0.7,symptom,,"the muscles of the arms, legs, and joints (1964). Severe scurvy may progress to neuritis, jaundice, fever, dyspnea, and death. In infants, vitamin C deficiency is initially manifested by listlessness, anor"
vitamin-c,Vitamin C,RELIEVES_SYMPTOM,fatigue,Fatigue,0.8,llm,,"Vitamin C deficiency can cause fatigue, personality changes, and decline in psychomotor performance."
vitamin-c,Vitamin C,TREATS_DEFICIENCY,vitamin-c-deficiency,Vitamin C Deficiency,0.9,llm,,Concentrations below 0.2 mg/dL indicate significant deficiency.
vitamin-c,Vitamin C,MANAGES,creactive-protein-crp-levels,C-reactive Protein (crp) Levels,0.75,llm,,Some research suggests that taking vitamin C 515-2000 mg daily can reduce CRP levels.
vitamin-c,Vitamin C,TREATS,sepsis,Sepsis,0.7,llm,,Intravenous administration of vitamin C reduces CRP and procalcitonin levels in patients with severe sepsis.
vitamin-c,Vitamin C,HELPS_WITH,allergic-rhinitis,Allergic Rhinitis,0.6,llm,,Some evidence suggests that low vitamin C levels are associated with higher plasma histamine levels.
vitamin-c,Vitamin C,MANAGES,hypertension,Hypertension,0.65,llm,,"Taking vitamin C orally, in combination with antihypertensive drugs, seems to decrease systolic blood pressure."
vitamin-c,Vitamin C,RELIEVES,oxidative-stress,Oxidative Stress,0.7,llm,,"Vitamin C decreases oxidants in gastric juice, decreases lipid peroxidation, and decreases oxidative DNA and protein damage."
vitamin-c,Vitamin C,TREATS,coronary-artery-disease,Coronary Artery Disease,0.75,llm,,Vitamin C 2 grams daily seems to improve endothelium-dependent vasodilation in patients with coronary artery disease.
vitamin-c,Vitamin C,PREVENTS,common-cold,Common Cold,0.8,llm,,A lot of people use it for treating and preventing infectious conditions such as the common cold.
vitamin-c,Vitamin C,HELPS_WITH,gout,Gout,0.7,llm,,Vitamin C is used for gout because it is thought to have a uricosuric effect and lower serum levels of uric acid.
vitamin-c,Vitamin C,HELPS_WITH,photoaging,Photo-aging,0.65,llm,,Topical application of vitamin C is thought to prevent skin damage when applied prior to UV exposure.
vitamin-d,Vitamin D,TREATS_DEFICIENCY,d-deficiency,D Deficiency,0.95,deficiency,,"espectively) (6857). Black infants who are exclusively breast-fed are therefore at risk for vitamin D deficiency and rickets, even if they live in sunny climates such as the southern US (6857). Vitamin D suppleme"
vitamin-d,Vitamin D,INDICATED_FOR,diabetes,Diabetes,0.9,condition,,"(109731). Meta-analyses of clinical studies in postmenopausal adults, as well as adults with type 2 diabetes or COVID-19, shows that taking vitamin D reduces CRP levels when compared with control (113583, 115"
vitamin-d,Vitamin D,INDICATED_FOR,osteoporosis,Osteoporosis,0.9,condition,,"ince vitamin D is important for calcium homeostasis and for bone health, it is used to help prevent osteoporosis. Early research suggested serum levels of 25-hydroxy-vitamin D (calcifediol) of at least 16 ng/mL f"
vitamin-d,Vitamin D,INDICATED_FOR,hypertension,Hypertension,0.9,condition,,"in whether a mega-dose of vitamin D can decrease the resting blood pressure in elderly females with hypertension, enhance post-exercise hypotension, and improve autonomic nervous modulation. A small case control "
vitamin-d,Vitamin D,INDICATED_FOR,arthritis,Arthritis,0.9,condition,,"increased vitamin D intake is associated with a lower risk of autoimmune diseases (e.g., rheumatoid arthritis) (12206, 84529, 107184). Additionally, people with autoimmune disease seem to have lower serum vita"
vitamin-d,Vitamin D,INDICATED_FOR,tumor,Tumor,0.9,condition,,"at vitamin D supplementation in adults reduces serum levels of C-reactive protein (CRP), as well as tumor necrosis factor-alpha (TNF-alpha) and malondialdehyde. However, there were no effects on levels of "
vitamin-d,Vitamin D,INDICATED_FOR,cancer,Cancer,0.9,condition,," control. However, there were no differences between groups in BMD of the radius or tibia (100894). Cancer effects There is some epidemiological evidence that people with vitamin D deficiency might be at an"
vitamin-d,Vitamin D,INDICATED_FOR,inflammation,Inflammation,0.85,condition,,"converted to calcitriol by activated macrophages trapped in the pulmonary alveoli and granulomatous inflammation, in addition to the kidneys. This may increase the risk of hypercalcemia (7555, 11881). Anti-inflam"
vitamin-d,Vitamin D,INDICATED_FOR,asthma,Asthma,0.85,condition,,"eron gamma and IL-10 (109044, 112483, 11587). A meta-analysis of clinical research in patients with asthma also shows that taking vitamin D increases levels of IL-10 (114505). It is unclear whether these be"
vitamin-d,Vitamin D,INDICATED_FOR,infection,Infection,0.85,condition,,fects A meta-analysis of animal research suggests that vitamin D improves survival after Plasmodium infection. Researchers theorize that the benefits of vitamin D in animal models of malaria relate to its anti
vitamin-d,Vitamin D,INDICATED_FOR,bronchitis,Bronchitis,0.85,condition,,"espiratory effects There is interest in using vitamin D for improving respiratory disorders such as bronchitis, chronic obstructive pulmonary disorder (COPD), and asthma. Epidemiological evidence suggests that "
vitamin-d,Vitamin D,INDICATED_FOR,cardiovascular-disease,Cardiovascular Disease,0.9,condition,,apoptosis (16882). Cardiovascular effects There is interest in using vitamin D to prevent and treat cardiovascular disease. Vitamin D is thought to play a role in cardiovascular disease by affecting inflammatory mediators 
vitamin-d,Vitamin D,INDICATED_FOR,heart-failure,Heart Failure,0.9,condition,,"phage cholesterol uptake and decrease foam cell formation (16873). Clinical research in adults with heart failure shows that taking vitamin D with calcium reduces serum aldosterone levels, but does not alter serum"
vitamin-d,Vitamin D,INDICATED_FOR,rickets,Rickets,0.9,condition,,"7). Black infants who are exclusively breast-fed are therefore at risk for vitamin D deficiency and rickets, even if they live in sunny climates such as the southern US (6857). Vitamin D supplements may be n"
vitamin-d,Vitamin D,RELIEVES_SYMPTOM,pain,Pain,0.7,symptom,,"orticosteroid needs in children (17685). Skeletal muscle effects Vitamin D deficiency causes muscle pain and proximal muscle weakness with symptoms such as sensation of heaviness in the legs, rapid fatigu"
vitamin-d,Vitamin D,RELIEVES_SYMPTOM,weakness,Weakness,0.7,symptom,,"ildren (17685). Skeletal muscle effects Vitamin D deficiency causes muscle pain and proximal muscle weakness with symptoms such as sensation of heaviness in the legs, rapid fatigue, and problems with climbing"
vitamin-d,Vitamin D,RELIEVES_SYMPTOM,fatigue,Fatigue,0.7,symptom,,"e pain and proximal muscle weakness with symptoms such as sensation of heaviness in the legs, rapid fatigue, and problems with climbing stairs and getting up from a chair. Some preliminary clinical research "
vitamin-d,Vitamin D,RELIEVES_SYMPTOM,muscle-weakness,Muscle Weakness,0.7,symptom,,"s in children (17685). Skeletal muscle effects Vitamin D deficiency causes muscle pain and proximal muscle weakness with symptoms such as sensation of heaviness in the legs, rapid fatigue, and problems with climbing"
vitamin-d,Vitamin D,TREATS_DEFICIENCY,vitamin-d-deficiency,Vitamin D Deficiency,0.9,llm,,A blood concentration of 20 ng/mL 25-hydroxyvitamin D is considered the level to meet the bodily needs of 97.5% of the population. Lower amounts are usually considered a 'deficiency'.
vitamin-d,Vitamin D,PREVENTS,osteoporosis,Osteoporosis,0.8,llm,,"Vitamin D is important for calcium homeostasis and for bone health, it is used to help prevent osteoporosis."
vitamin-d,Vitamin D,TREATS_DEFICIENCY,rickets,Rickets,0.85,llm,,Black infants who are exclusively breast-fed are therefore at risk for vitamin D deficiency and rickets.
vitamin-d,Vitamin D,MANAGES,chronic-renal-failure,Chronic Renal Failure,0.75,llm,,"People with chronic renal failure may require forms of vitamin D such as calcitriol, dihydrotachysterol, or calcifediol that don't require renal hydroxylation."
vitamin-d,Vitamin D,HELPS_WITH,type-2-diabetes,Type 2 Diabetes,0.7,llm,,Population research found that a lower vitamin D level is associated with a higher risk of developing type 2 diabetes compared to higher vitamin D levels.
vitamin-d,Vitamin D,HELPS_WITH,autoimmune-diseases,Autoimmune Diseases,0.7,llm,,"In models of autoimmune disease, vitamin D seems to act as an immunosuppressant."
vitamin-d,Vitamin D,RELIEVES,inflammation,Inflammation,0.8,llm,,"Vitamin D supplementation in adults reduces serum levels of C-reactive protein (CRP), as well as tumor necrosis factor-alpha (TNF-alpha)."
vitamin-d,Vitamin D,HELPS_WITH,asthma,Asthma,0.65,llm,,Vitamin D deficiency has been commonly reported in children with mild-to-moderate asthma and is also associated with increased risk of asthma exacerbations.
vitamin-d,Vitamin D,MANAGES,bone-health,Bone Health,0.75,llm,,Some researchers suggest serum levels of 28 to 32 ng/mL may be necessary for bone health.
vitamin-d,Vitamin D,HELPS_WITH,hypertension,Hypertension,0.6,llm,,Evidence in humans also suggests that taking vitamin D may result in a reduction in blood pressure.
vitamin-e,Vitamin E,TREATS_DEFICIENCY,k-deficiency,K Deficiency,0.95,deficiency,,"lotting factor production, producing hypoprothrombinemic effects, especially in people with vitamin K deficiency or those who are taking oral anticoagulants (3073, 3074). Mixed tocopherols seem to have a greater "
vitamin-e,Vitamin E,TREATS_DEFICIENCY,e-deficiency,E Deficiency,0.95,deficiency,,"ct as a membrane stabilizer and enzyme repressor in these patients (3356, 6066). Deficiency Vitamin E deficiency is rare and most typically seen in genetic abnormalities that prevent maintenance of normal blood c"
vitamin-e,Vitamin E,TREATS_DEFICIENCY,inapparent-deficiency,Inapparent Deficiency,0.95,deficiency,,"skin tests (5275). For immune function in the elderly, vitamin E supplementation might replenish an inapparent deficiency. Deficiency of vitamin E and other micronutrients are common in apparently well-nourished people ov"
vitamin-e,Vitamin E,INDICATED_FOR,diabetes,Diabetes,0.9,condition,,"sing beta-amyloid damage (4637, 4638, 4639). Anti-diabetic effects Vitamin E might be beneficial in diabetes. Population research shows that higher vitamin E intake is associated with a lower risk of developi"
vitamin-e,Vitamin E,INDICATED_FOR,anemia,Anemia,0.9,condition,,"In premature infants, vitamin E deficiency can cause irritability, edema, thrombosis, and hemolytic anemia (15). Some evidence links asthma to increased oxidative stress and vitamin E deficiency. Epidemiolo"
vitamin-e,Vitamin E,INDICATED_FOR,tumor,Tumor,0.9,condition,,"estly lower inflammatory markers, such as serum C-reactive protein (CRP), interleukin-6 (IL-6), and tumor necrosis factor (TNF)-alpha, when compared with control (104406). A meta-analysis of 11 trials in p"
vitamin-e,Vitamin E,INDICATED_FOR,cancer,Cancer,0.9,condition,,"Increased vitamin E intake has been associated with a reduced risk of various cancers such as renal cancer, bladder cancer, gastric cancer, and many others (3360, 90083, 98262). Theoretically, vitamin E red"
vitamin-e,Vitamin E,INDICATED_FOR,carcinoma,Carcinoma,0.9,condition,,"ES has been shown to inhibit tumor cell growth, primarily by triggering apoptosis in human prostate carcinoma (3361). There is some evidence that the inhibitory effect on cancer cell growth by statin drugs wit"
vitamin-e,Vitamin E,INDICATED_FOR,inflammation,Inflammation,0.85,condition,,"in a dose of 400 IU daily for 2-20 weeks, decreases markers of endothelial dysfunction and vascular inflammation, including intracellular adhesion molecule-1 (ICAM-1) and vascular cell adhesion molecule-1 (VCAM-1"
vitamin-e,Vitamin E,INDICATED_FOR,asthma,Asthma,0.85,condition,,"eficiency can cause irritability, edema, thrombosis, and hemolytic anemia (15). Some evidence links asthma to increased oxidative stress and vitamin E deficiency. Epidemiological and case-control studies ha"
vitamin-e,Vitamin E,INDICATED_FOR,dementia,Dementia,0.9,condition,,"ostaglandins via prevention of phospholipid peroxidation and arachidonic acid release (99367). Anti-dementia effects Vitamin E has been studied for its ability to slow the progression of Alzheimer disease, po"
vitamin-e,Vitamin E,INDICATED_FOR,alzheimer,Alzheimer,0.9,condition,,"99367). Anti-dementia effects Vitamin E has been studied for its ability to slow the progression of Alzheimer disease, possibly due to an interaction with free radicals and a disruption of cellular damage (114"
vitamin-e,Vitamin E,INDICATED_FOR,epilepsy,Epilepsy,0.9,condition,,"e dyskinesia may have decreased levels of vitamin E and vitamin C (3598). Also, in the treatment of epilepsy, vitamin E is primarily used because some patients taking anti-epileptic drugs have decreased blood"
vitamin-e,Vitamin E,INDICATED_FOR,heart-disease,Heart Disease,0.9,condition,,"has been attributed to many conditions for which vitamin E is used, including lipid peroxidation in heart disease (6204). Some preliminary research suggests that vitamin E might inhibit the local inflammatory proc"
vitamin-e,Vitamin E,INDICATED_FOR,cardiovascular-disease,Cardiovascular Disease,0.9,condition,,"not appear to reduce levels of C-reactive protein, a marker of inflammation that is associated with cardiovascular disease, when used in combination with vitamin C and alpha-lipoic acid (14010, 85129). This appears to be a"
vitamin-e,Vitamin E,RELIEVES_SYMPTOM,pain,Pain,0.7,symptom,,"acenta-related disease, and embryogenesis (16823). Analgesic effects Vitamin E is thought to reduce pain by decreasing the production of prostaglandins via prevention of phospholipid peroxidation and arac"
vitamin-e,Vitamin E,RELIEVES_SYMPTOM,weakness,Weakness,0.7,symptom,,"ficiency does not cause specific disease in adults, although creatinuria, ceroid deposition, muscle weakness, and decreased erythrocyte survival are associated with low serum vitamin E concentrations. In adul"
vitamin-e,Vitamin E,RELIEVES_SYMPTOM,muscle-weakness,Muscle Weakness,0.7,symptom,,"in E deficiency does not cause specific disease in adults, although creatinuria, ceroid deposition, muscle weakness, and decreased erythrocyte survival are associated with low serum vitamin E concentrations. In adul"
vitamin-e,Vitamin E,HELPS_WITH,alzheimer-disease,Alzheimer Disease,0.8,llm,,"Vitamin E has been studied for its ability to slow the progression of Alzheimer disease, possibly due to an interaction with free radicals and a disruption of cellular damage."
vitamin-e,Vitamin E,HELPS_WITH,type-2-diabetes,Type 2 Diabetes,0.7,llm,,Some clinical research shows that taking vitamin E improves glucose disposal in patients with type 2 diabetes.
vitamin-e,Vitamin E,RELIEVES,inflammation,Inflammation,0.75,llm,,A meta-analysis of clinical research shows that taking vitamin E seems to modestly lower inflammatory markers.
vitamin-e,Vitamin E,PREVENTS,various-cancers,Various Cancers,0.65,llm,,"Increased vitamin E intake has been associated with a reduced risk of various cancers such as renal cancer, bladder cancer, gastric cancer, and many others."
vitamin-e,Vitamin E,HELPS_WITH,photoaged-skin,Photo-aged Skin,0.7,llm,,Vitamin E is used for photo-aged skin and to prevent oxidative skin damage related to ultraviolet (UV) radiation.
vitamin-e,Vitamin E,HELPS_WITH,tardive-dyskinesia,Tardive Dyskinesia,0.6,llm,,The antioxidant effects of vitamin E may reduce the number of free radicals that increase dopamine turnover.
vitamin-e,Vitamin E,TREATS_DEFICIENCY,asthma,Asthma,0.5,llm,,Epidemiological studies have associated asthma with lower vitamin E intake and lower vitamin E serum levels.
vitamin-e,Vitamin E,MANAGES,renal-disease,Renal Disease,0.6,llm,,Some researchers think the antioxidant activity of vitamin E may slow progression of renal disease.
vitamin-e,Vitamin E,HELPS_WITH,immune-function,Immune Function,0.7,llm,,Vitamin E supplementation in healthy elderly people improves response to delayed-type hypersensitivity skin testing.
vitamin-e,Vitamin E,INDICATED_FOR,vitamin-e-deficiency,Vitamin E Deficiency,0.8,llm,,Vitamin E deficiency is rare and most typically seen in genetic abnormalities that prevent maintenance of normal blood concentrations.
zinc,Zinc,TREATS_DEFICIENCY,deficiency,Deficiency,0.95,deficiency,,"ding protein, the transport protein of vitamin A (8630). Without adequate zinc, symptoms of vitamin A deficiency can appear, despite vitamin A supplementation (8630). Meat, seafood, dairy products, nuts, legumes,"
zinc,Zinc,TREATS_DEFICIENCY,zinc-deficiency,Zinc Deficiency,0.95,deficiency,,"with zinc (7135). Zinc oxide and zinc sulfate are typically used to fortify wheat products (10668). Zinc deficiency is characterized by growth retardation, low insulin levels, reduced levels of insulin-like growth f"
zinc,Zinc,TREATS_DEFICIENCY,but-deficiency,But Deficiency,0.95,deficiency,,"ot seem to be the result of impaired T3 function (8619). Zinc deficiency is not uncommon worldwide, but deficiency is rare in the US; most diets provide more than the recommended dietary allowance (8632). Moderate "
zinc,Zinc,TREATS_DEFICIENCY,to-deficiency,To Deficiency,0.95,deficiency,,"Interestingly, high-dose zinc supplementation, 20 times the RDA, can have a negative effect similar to deficiency on immune function (8625). In human research, zinc decreased levels of the suppressor T cells and i"
zinc,Zinc,TREATS_DEFICIENCY,severe-deficiency,Severe Deficiency,0.95,deficiency,,"ntrations in the eye, particularly in the retina and choroid. Zinc deficiency can alter vision, and severe deficiency causes changes in the retina and retinal pigment epithelium (RPE). Zinc interacts with taurine and "
zinc,Zinc,INDICATED_FOR,arthritis,Arthritis,0.9,condition,,"th reduced joint paint, increased mobility, and decreased joint swelling in patients with psoriatic arthritis (6515). However, taking zinc orally does not seem to help treat rheumatoid arthritis (6517, 6518, 6"
zinc,Zinc,INDICATED_FOR,diabetes,Diabetes,0.9,condition,,"hat zinc can prevent renal oxidative and inflammatory damage due to hyperglycemia in a rat model of diabetes, possibly via induced expression of metallothionein and suppressed connective tissue growth factor "
zinc,Zinc,INDICATED_FOR,depression,Depression,0.9,condition,,"ntioxidant (6510, 6511, 6512). Zinc levels and zinc intake appear to be reduced in some people with depression (6562, 90227, 97139). In the human brain, zinc is believed to play a role in the hippocampus in com"
zinc,Zinc,INDICATED_FOR,osteoporosis,Osteoporosis,0.9,condition,,"n in some patients with SCD (8627). Skeletal effects There is interest in using zinc for preventing osteoporosis. Zinc seems to be involved in the mineralization of bone. In animal models, zinc deficiency has bee"
zinc,Zinc,INDICATED_FOR,tumor,Tumor,0.9,condition,,"tation reduced inflammatory markers, including C-reactive protein (CRP), high-sensitivity (hs) CRP, tumor necrosis factor alpha (TNF-alpha), interleukin 6, malondialdehyde, and neutrophils (104820, 104952)"
zinc,Zinc,INDICATED_FOR,cancer,Cancer,0.9,condition,,"tringent, precipitating protein and clearing mucus from the outer surface of the eye (15). Prostate cancer effects In some clinical research, taking zinc in combination with other vitamins and minerals redu"
zinc,Zinc,INDICATED_FOR,carcinoma,Carcinoma,0.9,condition,,"k of prostate cancer (14135). Also, in laboratory research, zinc has been shown to inhibit prostate carcinoma cell growth (86909). However, other evidence, based on population research, suggests that zinc migh"
zinc,Zinc,INDICATED_FOR,inflammation,Inflammation,0.85,condition,,"effects It is hypothesized that low levels of plasma zinc may be one of the nonspecific features of inflammation (87440). In two meta-analyses, zinc supplementation reduced inflammatory markers, including C-react"
zinc,Zinc,INDICATED_FOR,infection,Infection,0.85,condition,,", zinc decreased natural killer cell activity (6915). Plasma zinc levels are low in people with HIV infection, but this appears to be a marker of disease progression rather than a treatable cause of progressio"
zinc,Zinc,INDICATED_FOR,alzheimer,Alzheimer,0.9,condition,,ic effects There is interest in using zinc for various neurological conditions. The role of zinc in Alzheimer disease might be both protective and causative. Laboratory studies suggest that zinc might contribu
zinc,Zinc,RELIEVES_SYMPTOM,diarrhea,Diarrhea,0.7,symptom,,"wound healing, decreased thyroid function, delayed onset of puberty, poor sense of smell and taste, diarrhea, and nausea (8619). Although zinc deficiency and tri-iodothyronine (T3) have complementary roles in"
zinc,Zinc,RELIEVES_SYMPTOM,nausea,Nausea,0.7,symptom,," decreased thyroid function, delayed onset of puberty, poor sense of smell and taste, diarrhea, and nausea (8619). Although zinc deficiency and tri-iodothyronine (T3) have complementary roles in growth and "
zinc,Zinc,RELIEVES_SYMPTOM,pain,Pain,0.7,symptom,, of tumor necrosis factor (TNF)-alpha and interleukin-1 (IL-1) which might result in vaso-occlusive pain. This may explain the benefit of zinc supplementation in some patients with SCD (8627). Skeletal ef
zinc,Zinc,TREATS_DEFICIENCY,vitamin-a-deficiency,Vitamin A Deficiency,0.8,llm,,"Without adequate zinc, symptoms of vitamin A deficiency can appear, despite vitamin A supplementation."
zinc,Zinc,PREVENTS,gingivitis,Gingivitis,0.85,llm,,"Most clinical evidence shows that using zinc toothpaste or mouthwash alone or in combination with triclosan can prevent plaque accumulation, gingivitis, or the formation of calculus."
zinc,Zinc,HELPS_WITH,inflammation,Inflammation,0.75,llm,,"In two meta-analyses, zinc supplementation reduced inflammatory markers, including C-reactive protein (CRP), high-sensitivity (hs) CRP, tumor necrosis factor alpha (TNF-alpha), interleukin 6."
zinc,Zinc,TREATS,peptic-ulcers,Peptic Ulcers,0.8,llm,,Taking zinc orally seems to help treat and prevent peptic ulcers in clinical research.
zinc,Zinc,MANAGES,diabetes,Diabetes,0.7,llm,,Zinc has been shown to decrease blood glucose and increase insulin levels in human studies.
zinc,Zinc,TREATS,acne,Acne,0.8,llm,,Topical zinc might be effective for treating acne due to anti-inflammatory activity.
zinc,Zinc,HELPS_WITH,male-infertility,Male Infertility,0.85,llm,,Supplementation with zinc improves sperm parameters in men with reduced sperm mobility.
zinc,Zinc,HELPS_WITH,wound-healing,Wound Healing,0.9,llm,,"Topical zinc might enhance re-epithelialization and collagen synthesis, decrease inflammation, and inhibit bacterial growth."
zinc,Zinc,MANAGES,wilson-disease,Wilson Disease,0.8,llm,,Zinc blocks copper absorption and increases copper elimination in the stool of people with Wilson disease.
zinc,Zinc,PREVENTS,osteoporosis,Osteoporosis,0.7,llm,,Zinc seems to be involved in the mineralization of bone.
